name,price,link,company,product_seq,image,form_factor,interface,protocol,volume,memory_type,nand,ram_type,ram_mounted,sequential_read,sequential_write,read_iops,write_iops,heatsink,rgbled,as_year,support_option,reg_date,bookmark
ADATA XPG GAMMIX S70 BLADE M.2 NVMe,145950.0,https://prod.danawa.com/info/?pcode=15562223&cate=112760,ADATA,15562223,//img.danawa.com/prod_img/500000/223/562/img/15562223_1.jpg?shrink=330:*&_v=20230802145046,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,2TB,TLC(기타),3D낸드,확인요망,DRAM 탑재,"7,400","6,800",750,750,0,0,5,36,202111,
CORSAIR MP700 M.2 NVMe,410020.0,https://prod.danawa.com/info/?pcode=20079467&cate=112760,CORSAIR,20079467,//img.danawa.com/prod_img/500000/467/079/img/20079467_1.jpg?shrink=330:*&_v=20230703133845,M.2 (2280),PCIe5.0x4 (128GT/s),NVMe 2.0,2TB,TLC(기타),3D낸드,확인요망,DRAM 탑재,"10,000","10,000","1,500","1,700",0,0,5,11,202305,
Western Digital WD Green SN350 M.2 NVMe,63220.0,https://prod.danawa.com/info/?pcode=15712613&cate=112760,Western Digital,15712613,//img.danawa.com/prod_img/500000/613/712/img/15712613_1.jpg?shrink=330:*&_v=20211117144015,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe,1TB,QLC,3D낸드,,,"3,200","2,500",300,400,0,0,3,0,202111,
PNY CS2140 Gen4 M.2 NVMe 마이크로닉스,59220.0,https://prod.danawa.com/info/?pcode=15711329&cate=112760,PNY,15711329,//img.danawa.com/prod_img/500000/329/711/img/15711329_1.jpg?shrink=330:*&_v=20220121143234,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,1TB,TLC(기타),3D낸드,,,"3,600","3,200",nan,nan,0,0,5,41,202111,
ADATA LEGEND 700 M.2 NVMe,38000.0,https://prod.danawa.com/info/?pcode=17863826&cate=112760,ADATA,17863826,//img.danawa.com/prod_img/500000/826/863/img/17863826_1.jpg?shrink=330:*&_v=20220920093019,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,512GB,,3D낸드,,,"2,000","1,600",160,260,0,0,3,108,202209,
앱코 AGM,19490.0,https://prod.danawa.com/info/?pcode=15811778&cate=112760,앱코,15811778,//img.danawa.com/prod_img/500000/778/811/img/15811778_1.jpg?shrink=330:*&_v=20211130105237,6.4cm(2.5형),SATA3 (6Gb/s),,256GB,TLC(기타),3D낸드,,,560,500,nan,nan,0,0,3,61,202111,
Seagate 아이언울프 125 SSD,149000.0,https://prod.danawa.com/info/?pcode=12232781&cate=112760,Seagate,12232781,//img.danawa.com/prod_img/500000/781/232/img/12232781_1.jpg?shrink=330:*&_v=20210205153159,6.4cm(2.5형),SATA3 (6Gb/s),,1TB,TLC(기타),3D낸드,,,560,530,95,90,0,0,5,2,202009,
TeamGroup T-CREATE CLASSIC M.2 NVMe,148000.0,https://prod.danawa.com/info/?pcode=19170431&cate=112760,TeamGroup,19170431,//img.danawa.com/prod_img/500000/431/170/img/19170431_1.jpg?shrink=330:*&_v=20230404124713,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.3,2TB,TLC(기타),3D낸드,,DRAM 탑재,"5,000","4,400",750,750,0,0,5,41,202302,
ADATA LEGEND 850 M.2 NVMe,66340.0,https://prod.danawa.com/info/?pcode=13171389&cate=112760,ADATA,13171389,//img.danawa.com/prod_img/500000/389/171/img/13171389_1.jpg?shrink=330:*&_v=20221004163531,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,1TB,,3D낸드,,,"5,000","4,500",400,550,0,0,5,108,202210,
ADATA Ultimate SU650,64000.0,https://prod.danawa.com/info/?pcode=19953977&cate=112760,ADATA,19953977,//img.danawa.com/prod_img/500000/977/953/img/19953977_1.jpg?shrink=330:*&_v=20230623175038,6.4cm(2.5형),SATA3 (6Gb/s),,1TB,,3D낸드,,,520,450,40,75,0,0,3,36,202304,
마이크로닉스 WARP GX4 히트싱크 M.2 NVMe,83460.0,https://prod.danawa.com/info/?pcode=17188772&cate=112760,마이크로닉스,17188772,//img.danawa.com/prod_img/500000/772/188/img/17188772_1.jpg?shrink=330:*&_v=20230419140728,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,1TB,TLC(기타),3D낸드,확인요망,DRAM 탑재,"7,000","5,500",nan,nan,0,0,5,5,202206,
타무즈 GKM330 M.2 SATA,40980.0,https://prod.danawa.com/info/?pcode=9701343&cate=112760,타무즈,9701343,//img.danawa.com/prod_img/500000/343/701/img/9701343_1.jpg?shrink=330:*&_v=20200513170247,M.2 (2280),SATA3 (6Gb/s),,512GB,TLC(기타),3D낸드,,,550,500,90,85,0,0,3,47,201910,
Western Digital WD BLACK SN850 M.2 NVMe,79900.0,https://prod.danawa.com/info/?pcode=12660116&cate=112760,Western Digital,12660116,//img.danawa.com/prod_img/500000/116/660/img/12660116_1.jpg?shrink=330:*&_v=20230707085627,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,500GB,TLC(기타),3D낸드,,DRAM 탑재,"7,000","4,100",800,570,0,0,5,9,202011,
Western Digital WD BLUE SN550 M.2 NVMe,99600.0,https://prod.danawa.com/info/?pcode=10120467&cate=112760,Western Digital,10120467,//img.danawa.com/prod_img/500000/467/120/img/10120467_1.jpg?shrink=330:*&_v=20210903180024,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,1TB,TLC(기타),3D낸드,,,"2,400","1,950",345,385,0,0,5,63,201912,
GIGABYTE AORUS Gen5 10000 M.2 NVMe 피씨디렉트,424990.0,https://prod.danawa.com/info/?pcode=20268644&cate=112760,GIGABYTE,20268644,//img.danawa.com/prod_img/500000/644/268/img/20268644_1.jpg?shrink=330:*&_v=20230802180459,M.2 (2280),PCIe5.0x4 (128GT/s),NVMe 2.0,2TB,TLC(기타),3D낸드,DDR4 4GB,DRAM 탑재,"10,000","9,500",nan,nan,0,0,5,8,202305,
ADATA Ultimate SU680,13120.0,https://prod.danawa.com/info/?pcode=19387847&cate=112760,ADATA,19387847,//img.danawa.com/prod_img/500000/847/387/img/19387847_1.jpg?shrink=330:*&_v=20230823172852,6.4cm(2.5형),SATA3 (6Gb/s),,120GB,,3D낸드,,,520,320,20,75,0,0,3,36,202303,
Seagate 아이언울프 510 M.2 NVMe,579000.0,https://prod.danawa.com/info/?pcode=10869891&cate=112760,Seagate,10869891,//img.danawa.com/prod_img/500000/891/869/img/10869891_1.jpg?shrink=330:*&_v=20210602165820,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,1.92TB,TLC(기타),3D낸드,DDR4 2GB,DRAM 탑재,"3,150",850,290,27,0,0,5,11,202003,
GIGABYTE AORUS Gen4 SSD M.2 NVMe 제이씨현,197180.0,https://prod.danawa.com/info/?pcode=8441055&cate=112760,GIGABYTE,8441055,//img.danawa.com/prod_img/500000/055/441/img/8441055_1.jpg?shrink=330:*&_v=20230601175545,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.3,2TB,TLC(기타),3D낸드,DDR4 2GB,DRAM 탑재,"5,000","4,400",750,700,0,0,5,41,201907,
COLORFUL SL300 디앤디컴,12460.0,https://prod.danawa.com/info/?pcode=15591008&cate=112760,COLORFUL,15591008,//img.danawa.com/prod_img/500000/008/591/img/15591008_1.jpg?shrink=330:*&_v=20211118161518,6.4cm(2.5형),SATA3 (6Gb/s),,128GB,TLC(기타),3D낸드,,,500,450,nan,nan,0,0,3,0,202111,
MSI SPATIUM M480 PLAY M.2 NVMe 해외구매,101860.0,https://prod.danawa.com/info/?pcode=18726401&cate=112760,MSI,18726401,//img.danawa.com/prod_img/500000/401/726/img/18726401_1.jpg?shrink=330:*&_v=20230627162433,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,1TB,,3D낸드,DDR4 1GB,DRAM 탑재,"7,000","5,500",350,700,0,0,nan,41,202301,
Western Digital WD RED SA500 SSD,125000.0,https://prod.danawa.com/info/?pcode=9891273&cate=112760,Western Digital,9891273,//img.danawa.com/prod_img/500000/273/891/img/9891273_1.jpg?shrink=330:*&_v=20200521162850,6.4cm(2.5형),SATA3 (6Gb/s),,500GB,,3D낸드,,,560,530,95,85,0,0,5,0,201911,
TeamGroup MP44L M.2 NVMe 서린,70000.0,https://prod.danawa.com/info/?pcode=18983489&cate=112760,TeamGroup,18983489,//img.danawa.com/prod_img/500000/489/983/img/18983489_1.jpg?shrink=330:*&_v=20230209163802,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,1TB,TLC(기타),3D낸드,,,"5,000","4,500",525,550,0,0,5,47,202302,
PNY XLR8 CS3140 Gen4 M.2 NVMe,96180.0,https://prod.danawa.com/info/?pcode=16267142&cate=112760,PNY,16267142,//img.danawa.com/prod_img/500000/142/267/img/16267142_1.jpg?shrink=330:*&_v=20220125093053,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,1TB,TLC(기타),3D낸드,확인요망,DRAM 탑재,"7,500","5,650",nan,nan,0,0,5,41,202201,
타무즈 GKM330 M.2 2242 SATA,154530.0,https://prod.danawa.com/info/?pcode=11888062&cate=112760,타무즈,11888062,//img.danawa.com/prod_img/500000/062/888/img/11888062_1.jpg?shrink=330:*&_v=20210118150155,M.2 (2242),SATA3 (6Gb/s),,1TB,TLC(기타),3D낸드,,,550,500,90,85,0,0,3,47,202007,
타무즈 GK600 PRIME,41380.0,https://prod.danawa.com/info/?pcode=11961236&cate=112760,타무즈,11961236,//img.danawa.com/prod_img/500000/236/961/img/11961236_1.jpg?shrink=330:*&_v=20201016130851,6.4cm(2.5형),SATA3 (6Gb/s),,500GB,TLC(기타),3D낸드,DDR3 512MB,DRAM 탑재,560,520,95,90,0,0,5,63,202008,
마이크로닉스 WARP GX1 M.2 NVMe,59490.0,https://prod.danawa.com/info/?pcode=13096985&cate=112760,마이크로닉스,13096985,//img.danawa.com/prod_img/500000/985/096/img/13096985_1.jpg?shrink=330:*&_v=20230418112106,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,512GB,TLC(기타),3D낸드,DDR4 512MB,DRAM 탑재,"3,400","2,590",nan,nan,0,0,5,61,202101,
타무즈 GK300 벌크,17790.0,https://prod.danawa.com/info/?pcode=12881180&cate=112760,타무즈,12881180,//img.danawa.com/prod_img/500000/180/881/img/12881180_1.jpg?shrink=330:*&_v=20210118144013,6.4cm(2.5형),SATA3 (6Gb/s),,240GB,TLC(토글),3D낸드,,,550,500,90,85,0,0,3,47,202012,
타무즈 M740 M.2 2242 NVMe,128970.0,https://prod.danawa.com/info/?pcode=17795960&cate=112760,타무즈,17795960,//img.danawa.com/prod_img/500000/960/795/img/17795960_1.jpg?shrink=330:*&_v=20220906154043,M.2 (2242),PCIe3.0x4 (32GT/s),NVMe 1.3,1TB,TLC(기타),3D낸드,,,"2,100","1,700",220,260,0,0,3,63,202209,
큐닉스그룹 큐닉스 PLASMA SERIES SSD 벌크,12760.0,https://prod.danawa.com/info/?pcode=11384796&cate=112760,큐닉스그룹 큐닉스,11384796,//img.danawa.com/prod_img/500000/796/384/img/11384796_1.jpg?shrink=330:*&_v=20200624154820,6.4cm(2.5형),SATA3 (6Gb/s),,128GB,,3D낸드,,,545,430,nan,nan,0,0,nan,55,202005,
BIOSTAR S120,54790.0,https://prod.danawa.com/info/?pcode=10029384&cate=112760,BIOSTAR,10029384,//img.danawa.com/prod_img/500000/384/029/img/10029384_1.jpg?shrink=330:*&_v=20200818142429,6.4cm(2.5형),SATA3 (6Gb/s),,1TB,TLC(기타),3D낸드,,,550,525,nan,nan,0,0,3,9,201911,
실리콘파워 Ace A55 서린,13000.0,https://prod.danawa.com/info/?pcode=20231516&cate=112760,실리콘파워,20231516,//img.danawa.com/prod_img/500000/516/231/img/20231516_1.jpg?shrink=330:*&_v=20230518165431,6.4cm(2.5형),SATA3 (6Gb/s),,128GB,TLC(기타),3D낸드,,,460,320,nan,nan,0,0,3,45,202305,
타무즈 M740 M.2 2230 NVMe,91310.0,https://prod.danawa.com/info/?pcode=19870427&cate=112760,타무즈,19870427,//img.danawa.com/prod_img/500000/427/870/img/19870427_1.jpg?shrink=330:*&_v=20230503163342,M.2 (2230),PCIe3.0x4 (32GT/s),NVMe 1.4,1TB,QLC,3D낸드,,,3.500,2.400,250,220,0,0,3,63,202304,
Seagate 파이어쿠다 520 M.2 NVMe,168990.0,https://prod.danawa.com/info/?pcode=9991794&cate=112760,Seagate,9991794,//img.danawa.com/prod_img/500000/794/991/img/9991794_1.jpg?shrink=330:*&_v=20210602164419,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.3,2TB,TLC(기타),3D낸드,DDR4 2GB,DRAM 탑재,"5,000","4,400",750,700,0,0,5,31,201911,
타무즈 GKX570 mSATA 벌크,46260.0,https://prod.danawa.com/info/?pcode=10033878&cate=112760,타무즈,10033878,//img.danawa.com/prod_img/500000/878/033/img/10033878_1.jpg?shrink=330:*&_v=20200413175750,Mini SATA(mSATA),SATA3 (6Gb/s),,128GB,MLC(기타),3D낸드,,,550,400,nan,nan,0,0,3,47,201911,
ADATA LEGEND 710 M.2 NVMe,67100.0,https://prod.danawa.com/info/?pcode=17287469&cate=112760,ADATA,17287469,//img.danawa.com/prod_img/500000/469/287/img/17287469_1.jpg?shrink=330:*&_v=20220725131036,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe,1TB,,3D낸드,,,"2,400","1,800",180,150,0,0,3,68,202206,
타무즈 RXK550Q,46070.0,https://prod.danawa.com/info/?pcode=15455606&cate=112760,타무즈,15455606,//img.danawa.com/prod_img/500000/606/455/img/15455606_1.jpg?shrink=330:*&_v=20211018144220,6.4cm(2.5형),SATA3 (6Gb/s),,500GB,QLC,3D낸드,,,550,500,nan,nan,0,0,3,63,202110,
BIOSTAR S160,36320.0,https://prod.danawa.com/info/?pcode=17876195&cate=112760,BIOSTAR,17876195,//img.danawa.com/prod_img/500000/195/876/img/17876195_1.jpg?shrink=330:*&_v=20220921105225,6.4cm(2.5형),SATA3 (6Gb/s),,256GB,TLC(기타),3D낸드,,,550,510,nan,nan,0,0,3,9,202209,
ADATA XPG GAMMIX S70 M.2 NVMe,78780.0,https://prod.danawa.com/info/?pcode=13369613&cate=112760,ADATA,13369613,//img.danawa.com/prod_img/500000/613/369/img/13369613_1.jpg?shrink=330:*&_v=20210215171531,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,1TB,,3D낸드,,DRAM 탑재,"7,400","5,500",350,720,0,0,5,4,202102,
ADATA SWORDFISH M.2 NVMe,51020.0,https://prod.danawa.com/info/?pcode=11830468&cate=112760,ADATA,11830468,//img.danawa.com/prod_img/500000/468/830/img/11830468_1.jpg?shrink=330:*&_v=20201019184736,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,1TB,TLC(기타),3D낸드,,,"1,800","1,200",180,180,0,0,5,36,202007,
Western Digital WD BLACK SN750 M.2 NVMe,104650.0,https://prod.danawa.com/info/?pcode=7395157&cate=112760,Western Digital,7395157,//img.danawa.com/prod_img/500000/157/395/img/7395157_1.jpg?shrink=330:*&_v=20201016110754,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,1TB,TLC(기타),3D낸드,,DRAM 탑재,"3,470","3,000",515,560,0,0,5,63,201903,
ADATA LEGEND 750 M.2 NVMe,71990.0,https://prod.danawa.com/info/?pcode=13167411&cate=112760,ADATA,13167411,//img.danawa.com/prod_img/500000/411/167/img/13167411_1.jpg?shrink=330:*&_v=20221004135854,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,1TB,,3D낸드,,,"3,500","3,000",480,260,0,0,5,100,202210,
ADATA XPG SX6000 Lite M.2 NVMe,55430.0,https://prod.danawa.com/info/?pcode=7175431&cate=112760,ADATA,7175431,//img.danawa.com/prod_img/500000/431/175/img/7175431_1.jpg?shrink=330:*&_v=20201110125703,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,1TB,,3D낸드,,,"1,800","1,200",180,200,0,0,3,100,201902,
타무즈 GK500,57630.0,https://prod.danawa.com/info/?pcode=9933225&cate=112760,타무즈,9933225,//img.danawa.com/prod_img/500000/225/933/img/9933225_1.jpg?shrink=330:*&_v=20200413175407,6.4cm(2.5형),SATA3 (6Gb/s),,256GB,MLC(기타),3D낸드,,,550,500,90,85,0,0,3,47,201911,
TeamGroup GX1,17350.0,https://prod.danawa.com/info/?pcode=9282297&cate=112760,TeamGroup,9282297,//img.danawa.com/prod_img/500000/297/282/img/9282297_1.jpg?shrink=330:*&_v=20221006141322,6.4cm(2.5형),SATA3 (6Gb/s),,240GB,TLC(기타),3D낸드,,,500,400,nan,nan,0,0,3,59,201908,
갤럭시 GALAX HOF Pro M.2 NVMe,92460.0,https://prod.danawa.com/info/?pcode=9265605&cate=112760,갤럭시,9265605,//img.danawa.com/prod_img/500000/605/265/img/9265605_1.jpg?shrink=330:*&_v=20201111123735,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe,1TB,,3D낸드,,,"4,900","4,400",750,700,0,0,3,0,201908,
마이크론 Crucial P2 M.2 NVMe 대원씨티에스,219880.0,https://prod.danawa.com/info/?pcode=12446282&cate=112760,마이크론,12446282,//img.danawa.com/prod_img/500000/282/446/img/12446282_1.jpg?shrink=330:*&_v=20220712095826,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,2TB,QLC,3D낸드,,,"2,400","1,900",270,380,0,0,5,45,202004,
타무즈 M720 PRO M.2 NVMe,232640.0,https://prod.danawa.com/info/?pcode=6405693&cate=112760,타무즈,6405693,//img.danawa.com/prod_img/500000/693/405/img/6405693_1.jpg?shrink=330:*&_v=20200513165320,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,1TB,TLC(기타),3D낸드,,DRAM 탑재,"3,400","3,000",600,600,0,0,3,63,201808,
Seagate 바라쿠다 510 M.2 NVMe,47000.0,https://prod.danawa.com/info/?pcode=9996615&cate=112760,Seagate,9996615,//img.danawa.com/prod_img/500000/615/996/img/9996615_1.jpg?shrink=330:*&_v=20201120183823,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,250GB,TLC(기타),3D낸드,DDR4 512MB,DRAM 탑재,"3,100","1,200",210,280,0,0,5,63,201911,
GIGABYTE Gen3 2500E M.2 NVMe 제이씨현,56310.0,https://prod.danawa.com/info/?pcode=18172913&cate=112760,GIGABYTE,18172913,//img.danawa.com/prod_img/500000/913/172/img/18172913_1.jpg?shrink=330:*&_v=20221104175250,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,500GB,QLC,3D낸드,,,"2,300","1,500",60,240,0,0,3,73,202211,
타무즈 RX550,34800.0,https://prod.danawa.com/info/?pcode=5786466&cate=112760,타무즈,5786466,//img.danawa.com/prod_img/500000/466/786/img/5786466_1.jpg?shrink=330:*&_v=20181218100100,6.4cm(2.5형),SATA3 (6Gb/s),,240GB,TLC(기타),3D낸드,,,500,500,nan,nan,0,0,3,63,201801,
Western Digital WD BLACK SN850 히트싱크 M.2 NVMe,129000.0,https://prod.danawa.com/info/?pcode=13847309&cate=112760,Western Digital,13847309,//img.danawa.com/prod_img/500000/309/847/img/13847309_1.jpg?shrink=330:*&_v=20230707090103,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,500GB,TLC(기타),3D낸드,,DRAM 탑재,"7,000","4,100","1,000",800,0,1,5,9,202104,
BIOSTAR M700 M.2 NVMe,57830.0,https://prod.danawa.com/info/?pcode=10374708&cate=112760,BIOSTAR,10374708,//img.danawa.com/prod_img/500000/708/374/img/10374708_1.jpg?shrink=330:*&_v=20201019163033,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,1TB,TLC(기타),3D낸드,,,"2,100","1,690",nan,nan,0,0,3,41,202001,
STCOM STORM SSD,27000.0,https://prod.danawa.com/info/?pcode=10991451&cate=112760,STCOM,10991451,//img.danawa.com/prod_img/500000/451/991/img/10991451_1.jpg?shrink=330:*&_v=20210325180141,6.4cm(2.5형),SATA3 (6Gb/s),,480GB,TLC(기타),3D낸드,,,500,500,nan,nan,0,0,3,0,202004,
ADATA Ultimate SU750,80030.0,https://prod.danawa.com/info/?pcode=7658254&cate=112760,ADATA,7658254,//img.danawa.com/prod_img/500000/254/658/img/7658254_1.jpg?shrink=330:*&_v=20201016131510,6.4cm(2.5형),SATA3 (6Gb/s),,1TB,TLC(기타),3D낸드,,,550,520,65,75,0,0,3,36,201904,
CORSAIR MP600 CORE XT M.2 NVMe,394770.0,https://prod.danawa.com/info/?pcode=19692614&cate=112760,CORSAIR,19692614,//img.danawa.com/prod_img/500000/614/692/img/19692614_1.jpg?shrink=330:*&_v=20230407175401,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,4TB,QLC,3D낸드,,,5.000,4.400,600,1000,0,0,5,0,202304,
CORSAIR MP600 PRO LPX M.2 NVMe,285600.0,https://prod.danawa.com/info/?pcode=16322021&cate=112760,CORSAIR,16322021,//img.danawa.com/prod_img/500000/021/322/img/16322021_1.jpg?shrink=330:*&_v=20220204153808,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,2TB,TLC(기타),3D낸드,확인요망,DRAM 탑재,"7,100","6,800","1,000","1,200",0,0,5,27,202202,
마이크로닉스 WARP BX4 M.2 NVMe,73478.0,https://prod.danawa.com/info/?pcode=17189210&cate=112760,마이크로닉스,17189210,//img.danawa.com/prod_img/500000/210/189/img/17189210_1.jpg?shrink=330:*&_v=20220610175052,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe,1TB,TLC(기타),3D낸드,,,"5,000","4,800",nan,nan,0,0,5,37,202206,
BIOSTAR M720 M.2 NVMe,42960.0,https://prod.danawa.com/info/?pcode=16622270&cate=112760,BIOSTAR,16622270,//img.danawa.com/prod_img/500000/270/622/img/16622270_1.jpg?shrink=330:*&_v=20220318094414,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.4,512GB,TLC(기타),3D낸드,,,"3,450","1,800",190,260,0,0,3,41,202203,
CORSAIR MP600 PRO XT M.2 NVMe,711990.0,https://prod.danawa.com/info/?pcode=15239015&cate=112760,CORSAIR,15239015,//img.danawa.com/prod_img/500000/015/239/img/15239015_1.jpg?shrink=330:*&_v=20221101094956,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,4TB,TLC(기타),3D낸드,DDR4,DRAM 탑재,"7,100","6,800","1,000","1,200",0,0,5,0,202109,
CORSAIR HYDRO X SERIES MP600 PRO HXE M.2 NVMe,577760.0,https://prod.danawa.com/info/?pcode=13266914&cate=112760,CORSAIR,13266914,//img.danawa.com/prod_img/500000/914/266/img/13266914_1.jpg?shrink=330:*&_v=20210201134000,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,2TB,TLC(기타),3D낸드,,,"7,000","6,550",660,800,0,0,5,0,202101,
Seagate Maxtor Z1 SSD,145000.0,https://prod.danawa.com/info/?pcode=8442537&cate=112760,Seagate,8442537,//img.danawa.com/prod_img/500000/537/442/img/8442537_1.jpg?shrink=330:*&_v=20201120183026,6.4cm(2.5형),SATA3 (6Gb/s),,960GB,TLC(기타),3D낸드,,,540,475,nan,nan,0,0,3,63,201907,
MSI SPATIUM M450 M.2 NVMe 해외구매,45390.0,https://prod.danawa.com/info/?pcode=18725132&cate=112760,MSI,18725132,//img.danawa.com/prod_img/500000/132/725/img/18725132_1.jpg?shrink=330:*&_v=20230627162309,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,500GB,,3D낸드,,,"3,600","2,300",300,550,0,0,nan,41,202301,
Western Digital WD BLACK SN750 히트싱크 M.2 NVMe,199000.0,https://prod.danawa.com/info/?pcode=7891657&cate=112760,Western Digital,7891657,//img.danawa.com/prod_img/500000/657/891/img/7891657_1.jpg?shrink=330:*&_v=20201110125450,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,1TB,TLC(기타),3D낸드,,DRAM 탑재,"3,470","3,000",515,560,0,0,5,63,201905,
