name,price,link,company,product_seq,image,category,cooling_type,aircool_form,tdp,intel_socket,amd_socket,fan_size,fan_count,airflow,noise,width,length,height,radiator,radiator_length,radiator_thickness,hose_length,feature,as_years,reg_date,bookmark
ARCTIC P14 PWM PST ARGB 서린 (1PACK),19050.0,https://prod.danawa.com/info/?pcode=18348842&cate=11236855,ARCTIC,18348842,//img.danawa.com/prod_img/500000/842/348/img/18348842_1.jpg?shrink=330:*&_v=20221122163709,시스템 쿨러,,,,0,0,140,1,68.9,,,,,,,,,1027,6,202204,
DEEPCOOL LS520 ARGB (BLACK),147430.0,https://prod.danawa.com/info/?pcode=17438276&cate=11236855,DEEPCOOL,17438276,//img.danawa.com/prod_img/500000/276/438/img/17438276_1.jpg?shrink=330:*&_v=20220928080726,CPU 쿨러,1.0,,,419,163,120,2,85.85,32.9,,,,2.0,282,27,410,579,5,202207,
잘만 CNPS9X PERFORMA ARGB (WHITE),38120.0,https://prod.danawa.com/info/?pcode=18828074&cate=11236855,잘만,18828074,//img.danawa.com/prod_img/500000/074/828/img/18828074_1.jpg?shrink=330:*&_v=20230125130118,CPU 쿨러,0.0,0.0,200,7,3,120,1,61.36,28,122.0,,157,,,,,3,,202301,
darkFlash C6S RGB (화이트),7000.0,https://prod.danawa.com/info/?pcode=9642285&cate=11236855,darkFlash,9642285,//img.danawa.com/prod_img/500000/285/642/img/9642285_1.jpg?shrink=330:*&_v=20210115175723,시스템 쿨러,,,,0,0,120,1,36.54,20.3,,,,,,,,1,,201910,
Thermalright Frozen Fusion 360 (BLACK),260400.0,https://prod.danawa.com/info/?pcode=19281524&cate=11236855,Thermalright,19281524,//img.danawa.com/prod_img/500000/524/281/img/19281524_1.jpg?shrink=330:*&_v=20230309135808,CPU 쿨러,1.0,,,7,3,120,3,69,28.1,,,,3.0,394,27,400,3,6,202303,
NOCTUA NH-U12A,165150.0,https://prod.danawa.com/info/?pcode=7639102&cate=11236855,NOCTUA,7639102,//img.danawa.com/prod_img/500000/102/639/img/7639102_1.jpg?shrink=330:*&_v=20230816165720,CPU 쿨러,0.0,0.0,,7,3,120,2,,22.6,125.0,,158,,,,,2,,201904,
잘만 Alpha24 (BLACK),103900.0,https://prod.danawa.com/info/?pcode=16048124&cate=11236855,잘만,16048124,//img.danawa.com/prod_img/500000/124/048/img/16048124_1.jpg?shrink=330:*&_v=20220629172644,CPU 쿨러,1.0,,,423,6,120,2,71.1,33,,,,2.0,276,27,400,71,5,202112,
맥스엘리트 MT-WING 120 BLACK (3PACK),25710.0,https://prod.danawa.com/info/?pcode=18978338&cate=11236855,맥스엘리트,18978338,//img.danawa.com/prod_img/500000/338/978/img/18978338_1.jpg?shrink=330:*&_v=20230209133512,시스템 쿨러,,,,0,0,120,3,63.34,33.1,,,,,,,,3,,202302,
NOCTUA NF-A12x25 PWM,45980.0,https://prod.danawa.com/info/?pcode=6210389&cate=11236855,NOCTUA,6210389,//img.danawa.com/prod_img/500000/389/210/img/6210389_1.jpg?shrink=330:*&_v=20220509150604,시스템 쿨러,,,,0,0,120,1,60.09,22.6,,,,,,,,2,,201806,
Thermalright Assassin X 120 Refined SE 서린 (WHITE),25040.0,https://prod.danawa.com/info/?pcode=20704223&cate=11236855,Thermalright,20704223,//img.danawa.com/prod_img/500000/223/704/img/20704223_1.jpg?shrink=330:*&_v=20230627182636,CPU 쿨러,0.0,0.0,,7,3,120,1,66.17,25.6,120.0,,148,,,,,2,3,202306,
Thermalright Peerless Assassin 120 SE WHITE ARGB 서린,60916.0,https://prod.danawa.com/info/?pcode=16852175&cate=11236855,Thermalright,16852175,//img.danawa.com/prod_img/500000/175/852/img/16852175_1.jpg?shrink=330:*&_v=20220701133816,CPU 쿨러,0.0,1.0,,7,2,120,2,66.17,25.6,125.0,,155,,,,,3,3,202201,
마이크로닉스 COOLMAX CF12 (BLACK),5890.0,https://prod.danawa.com/info/?pcode=16938308&cate=11236855,마이크로닉스,16938308,//img.danawa.com/prod_img/500000/308/938/img/16938308_1.jpg?shrink=330:*&_v=20220428141142,시스템 쿨러,,,,0,0,120,1,75.81,33.3,,,,,,,,2,1,202204,
쿨러마스터 MASTERFAN MF120 HALO,17070.0,https://prod.danawa.com/info/?pcode=10270584&cate=11236855,쿨러마스터,10270584,//img.danawa.com/prod_img/500000/584/270/img/10270584_1.jpg?shrink=330:*&_v=20200102164621,시스템 쿨러,,,,0,0,120,1,47.2,30,,,,,,,,3,,202001,
NOCTUA NF-A12x25 PWM chromax.black.swap,49300.0,https://prod.danawa.com/info/?pcode=15688376&cate=11236855,NOCTUA,15688376,//img.danawa.com/prod_img/500000/376/688/img/15688376_1.jpg?shrink=330:*&_v=20230803100654,시스템 쿨러,,,,0,0,120,1,60.09,22.6,,,,,,,,2,,202111,
AONE STORM 80-4P 80mm,1400.0,https://prod.danawa.com/info/?pcode=6523164&cate=11236855,AONE,6523164,//img.danawa.com/prod_img/500000/164/523/img/6523164_1.jpg?shrink=330:*&_v=20210419183154,시스템 쿨러,,,,0,0,80,1,,,,,,,,,,0,,201810,
BRAVOTEC G120 PWM (WHITE),4740.0,https://prod.danawa.com/info/?pcode=20072192&cate=11236855,BRAVOTEC,20072192,//img.danawa.com/prod_img/500000/192/072/img/20072192_1.jpg?shrink=330:*&_v=20230509100453,시스템 쿨러,,,,0,0,120,1,74.4,32.8,,,,,,,,2,1,202305,
DEEPCOOL AG400 ARGB,28000.0,https://prod.danawa.com/info/?pcode=17808380&cate=11236855,DEEPCOOL,17808380,//img.danawa.com/prod_img/500000/380/808/img/17808380_1.jpg?shrink=330:*&_v=20220908084110,CPU 쿨러,0.0,0.0,220,7,3,120,1,75.89,31.6,125.0,,150,,,,,3,1,202209,
ASUS ROG RYUJIN III 360 ARGB WHITE EDITION,527500.0,https://prod.danawa.com/info/?pcode=21507278&cate=11236855,ASUS,21507278,//img.danawa.com/prod_img/500000/278/507/img/21507278_1.jpg?shrink=330:*&_v=20230712154604,CPU 쿨러,1.0,,,7,3,120,3,70.076,36.45,,,,3.0,399.5,30,400,643,6,202307,
인텔 Laminar RM1,8800.0,https://prod.danawa.com/info/?pcode=16319306&cate=11236855,인텔,16319306,//img.danawa.com/prod_img/500000/306/319/img/16319306_1.jpg?shrink=330:*&_v=20220204135025,CPU 쿨러,0.0,3.0,65,1,0,100,1,,,100.0,,47,,,,,2,,202202,
야인컴퓨터 YAIN YC-T180,15000.0,https://prod.danawa.com/info/?pcode=18955331&cate=11236855,야인컴퓨터,18955331,//img.danawa.com/prod_img/500000/331/955/img/18955331_1.jpg?shrink=330:*&_v=20230420163200,CPU 쿨러,0.0,0.0,180,775,0,120,1,64.5,37,120.0,,156,,,,,3,,202302,
3RSYS Socoool RC310 RGB (SILVER),19250.0,https://prod.danawa.com/info/?pcode=11554313&cate=11236855,3RSYS,11554313,//img.danawa.com/prod_img/500000/313/554/img/11554313_1.jpg?shrink=330:*&_v=20230525171924,CPU 쿨러,0.0,0.0,,7,3,120,1,55.1,30.5,128.0,,155,,,,,3,,202006,
ARCTIC Liquid Freezer II 360 서린,149000.0,https://prod.danawa.com/info/?pcode=18403532&cate=11236855,ARCTIC,18403532,//img.danawa.com/prod_img/500000/532/403/img/18403532_1.jpg?shrink=330:*&_v=20230502135902,CPU 쿨러,1.0,,,167,2,120,3,56.3,,,,,3.0,398,38,450,34,6,202107,
앱코 타이폰 120X5 ARGB,,https://prod.danawa.com/info/?pcode=17393612&cate=11236855,앱코,17393612,//img.danawa.com/prod_img/500000/612/393/img/17393612_1.jpg?shrink=330:*&_v=20230502155919,CPU 쿨러,0.0,0.0,200,519,7,120,1,66,29.7,122.0,,154,,,,,3,2,202207,
Thermalright TL-S12W 서린 (1PACK),21500.0,https://prod.danawa.com/info/?pcode=20765579&cate=11236855,Thermalright,20765579,//img.danawa.com/prod_img/500000/579/765/img/20765579_1.jpg?shrink=330:*&_v=20230906110547,시스템 쿨러,,,,0,0,120,1,47.6,23.2,,,,,,,,1,3,202307,
3RSYS Socoool RC100 RGB (SILVER),17380.0,https://prod.danawa.com/info/?pcode=8180158&cate=11236855,3RSYS,8180158,//img.danawa.com/prod_img/500000/158/180/img/8180158_1.jpg?shrink=330:*&_v=20230614133943,CPU 쿨러,0.0,0.0,,1543,3590,92,1,42.35,27.8,92.0,,130,,,,,3,,201906,
리안리 GALAHAD II Trinity PERFORMANCE 360 (WHITE),248690.0,https://prod.danawa.com/info/?pcode=21551357&cate=11236855,리안리,21551357,//img.danawa.com/prod_img/500000/357/551/img/21551357_1.jpg?shrink=330:*&_v=20230717173905,CPU 쿨러,1.0,,,7,3,120,3,109.6,38.1,,,,3.0,396,32,350,523,5,202307,
LEADCOOL SU LTC-360 ARGB (화이트),119000.0,https://prod.danawa.com/info/?pcode=19306148&cate=11236855,LEADCOOL,19306148,//img.danawa.com/prod_img/500000/148/306/img/19306148_1.jpg?shrink=330:*&_v=20230410142948,CPU 쿨러,1.0,,,933,7,120,3,72,29.5,,,,3.0,397,27,350,7,5,202303,
LEADCOOL RH-1 EVO ARGB 메모리 방열판 화이트 (2PACK),26730.0,https://prod.danawa.com/info/?pcode=13279298&cate=11236855,LEADCOOL,13279298,//img.danawa.com/prod_img/500000/298/279/img/13279298_1.jpg?shrink=330:*&_v=20220114153650,RAM 쿨러,,,,0,0,,,,,,,,,,,,1,,202102,
JIUSHARK JF100RS Crystal Auto RGB (WHITE),21000.0,https://prod.danawa.com/info/?pcode=19525793&cate=11236855,JIUSHARK,19525793,//img.danawa.com/prod_img/500000/793/525/img/19525793_1.jpg?shrink=330:*&_v=20230421155154,CPU 쿨러,0.0,0.0,220,7,3,100,1,47.54,29.8,100.0,,131,,,,,3,1,202303,
3RSYS Socoool RC 1100 PWM,46010.0,https://prod.danawa.com/info/?pcode=27808526&cate=11236855,3RSYS,27808526,//img.danawa.com/prod_img/500000/526/808/img/27808526_1.jpg?shrink=330:*&_v=20230828133628,CPU 쿨러,0.0,1.0,225,7,3,120,1,80.2,29,120.0,,135,,,,,2,3,202308,
Thermalright HR-10 2280 PRO BLACK 서린,27500.0,https://prod.danawa.com/info/?pcode=27695159&cate=11236855,Thermalright,27695159,//img.danawa.com/prod_img/500000/159/695/img/27695159_1.jpg?shrink=330:*&_v=20230822151620,M.2 SSD 쿨러,,,,0,0,30,1,,,90.3,23.7,,,,,,0,1,202308,
잘만 Reserator5 Z24 (BLACK),129670.0,https://prod.danawa.com/info/?pcode=14978450&cate=11236855,잘만,14978450,//img.danawa.com/prod_img/500000/450/978/img/14978450_1.jpg?shrink=330:*&_v=20220630162658,CPU 쿨러,1.0,,,423,6,120,2,77.37,37,,,,2.0,278,27,400,35,5,202108,
Thermalright SI-100 서린 (GRAY),45970.0,https://prod.danawa.com/info/?pcode=19240523&cate=11236855,Thermalright,19240523,//img.danawa.com/prod_img/500000/523/240/img/19240523_1.jpg?shrink=330:*&_v=20230307111249,CPU 쿨러,0.0,2.0,,295,3,120,1,72.37,27.7,120.0,,99.8,,,,,2,6,202303,
3RSYS Socoool WCL 360 ARGB (BLACK),76930.0,https://prod.danawa.com/info/?pcode=20479496&cate=11236855,3RSYS,20479496,//img.danawa.com/prod_img/500000/496/479/img/20479496_1.jpg?shrink=330:*&_v=20230609100030,CPU 쿨러,1.0,,,3,3,120,3,81.72,32,,,,3.0,397,27,395,3,5,202306,
MSI MEG 코어리퀴드 S360,266450.0,https://prod.danawa.com/info/?pcode=15607517&cate=11236855,MSI,15607517,//img.danawa.com/prod_img/500000/517/607/img/15607517_1.jpg?shrink=330:*&_v=20220630130244,CPU 쿨러,1.0,,,423,422,120,3,56.2,22.7,,,,3.0,394,27,400,1155,5,202111,
Thermalright FROST TOWER 120 서린,79523.0,https://prod.danawa.com/info/?pcode=19240982&cate=11236855,Thermalright,19240982,//img.danawa.com/prod_img/500000/982/240/img/19240982_1.jpg?shrink=330:*&_v=20230307111157,CPU 쿨러,0.0,1.0,,295,3,120,2,82,29.6,125.0,,154,,,,,2,6,202301,
darkFlash S101 FDB ARGB 화이트 (5PACK),52200.0,https://prod.danawa.com/info/?pcode=16143377&cate=11236855,darkFlash,16143377,//img.danawa.com/prod_img/500000/377/143/img/16143377_1.jpg?shrink=330:*&_v=20220223124343,시스템 쿨러,,,,0,0,120,5,76,25.7,,,,,,,,3,,202201,
잘만 CNPS9X OPTIMA WHITE LED,25200.0,https://prod.danawa.com/info/?pcode=6375041&cate=11236855,잘만,6375041,//img.danawa.com/prod_img/500000/041/375/img/6375041_1.jpg?shrink=330:*&_v=20230217174757,CPU 쿨러,0.0,0.0,180,7,6,120,1,60.98,26,123.0,,156,,,,,3,,201808,
JONSBO CR-1000 EVO STANDARD (BLACK),15720.0,https://prod.danawa.com/info/?pcode=27685958&cate=11236855,JONSBO,27685958,//img.danawa.com/prod_img/500000/958/685/img/27685958_1.jpg?shrink=330:*&_v=20230825125219,CPU 쿨러,0.0,0.0,220,7,3,120,1,59.48,32,120.0,,154,,,,,2,3,202308,
ASUS ROG STRIX LC II 360 ARGB (BLACK),270000.0,https://prod.danawa.com/info/?pcode=14542568&cate=11236855,ASUS,14542568,//img.danawa.com/prod_img/500000/568/542/img/14542568_1.jpg?shrink=330:*&_v=20220905092927,CPU 쿨러,1.0,,,935,2,120,3,80.95,37.6,,,,3.0,394,27,380,35,6,202106,
3RSYS 빙하7 M.2 SSD 방열판 (BLACK),4400.0,https://prod.danawa.com/info/?pcode=10438206&cate=11236855,3RSYS,10438206,//img.danawa.com/prod_img/500000/206/438/img/10438206_1.jpg?shrink=330:*&_v=20230525171905,M.2 SSD 쿨러,,,,0,0,,,,,72.0,24.6,,,,,,0,,202001,
앱코 엣지 듀얼 140 ARGB 스마트쿨링 (WHITE),12840.0,https://prod.danawa.com/info/?pcode=21646643&cate=11236855,앱코,21646643,//img.danawa.com/prod_img/500000/643/646/img/21646643_1.jpg?shrink=330:*&_v=20230720181225,시스템 쿨러,,,,0,0,140,1,63.46,23.4,,,,,,,,515,1,202307,
쿨러마스터 MasterLiquid 360L Core SF6 CHUN-LI WHITE,162630.0,https://prod.danawa.com/info/?pcode=28025141&cate=11236855,쿨러마스터,28025141,//img.danawa.com/prod_img/500000/141/025/img/28025141_1.jpg?shrink=330:*&_v=20230912092623,CPU 쿨러,1.0,,,7,7,120,3,71.93,27.2,,,,3.0,394,27.2,,3,5,202309,
ARCTIC P14 PWM PST (black/black),10790.0,https://prod.danawa.com/info/?pcode=9547635&cate=11236855,ARCTIC,9547635,//img.danawa.com/prod_img/500000/635/547/img/9547635_1.jpg?shrink=330:*&_v=20210802145834,시스템 쿨러,,,,0,0,140,1,72.8,,,,,,,,,2,,201909,
NZXT F120 RGB DUO Matte Black (1PACK),40510.0,https://prod.danawa.com/info/?pcode=18748214&cate=11236855,NZXT,18748214,//img.danawa.com/prod_img/500000/214/748/img/18748214_1.jpg?shrink=330:*&_v=20230116090502,시스템 쿨러,,,,0,0,120,1,48.58,29,,,,,,,,3,2,202301,
CORSAIR iCUE LINK QX140 RGB STARTER KIT BLACK (2PACK/Controller),170960.0,https://prod.danawa.com/info/?pcode=20747909&cate=11236855,CORSAIR,20747909,//img.danawa.com/prod_img/500000/909/747/img/20747909_1.jpg?shrink=330:*&_v=20230630182051,시스템 쿨러,,,,0,0,140,2,82.5,37,,,,,,,,523,5,202306,
맥스엘리트 MT-WING 120 WHITE (1PACK),8640.0,https://prod.danawa.com/info/?pcode=18978389&cate=11236855,맥스엘리트,18978389,//img.danawa.com/prod_img/500000/389/978/img/18978389_1.jpg?shrink=330:*&_v=20230209133439,시스템 쿨러,,,,0,0,120,1,63.34,33.1,,,,,,,,3,,202302,
be quiet PURE ROCK LP,69000.0,https://prod.danawa.com/info/?pcode=27694469&cate=11236855,be quiet,27694469,//img.danawa.com/prod_img/500000/469/694/img/27694469_1.jpg?shrink=330:*&_v=20230822145715,CPU 쿨러,0.0,3.0,100,7,3,92,1,,30.6,92.0,,45,,,,,2,3,202308,
마이크로닉스 ML360 프로즌튜나 Rev.2 ARGB (WHITE),97020.0,https://prod.danawa.com/info/?pcode=18424955&cate=11236855,마이크로닉스,18424955,//img.danawa.com/prod_img/500000/955/424/img/18424955_1.jpg?shrink=330:*&_v=20230418155317,CPU 쿨러,1.0,,320,935,7,120,3,75.81,33.2,,,,3.0,395,27,,259,3,202212,
NZXT KRAKEN ELITE 360,400205.0,https://prod.danawa.com/info/?pcode=19866056&cate=11236855,NZXT,19866056,//img.danawa.com/prod_img/500000/056/866/img/19866056_1.jpg?shrink=330:*&_v=20230420132340,CPU 쿨러,1.0,,,7,163,120,3,78.02,30.6,,,,3.0,394,27,400,9442,6,202304,
PCCOOLER GI-46U,29410.0,https://prod.danawa.com/info/?pcode=9603840&cate=11236855,PCCOOLER,9603840,//img.danawa.com/prod_img/500000/840/603/img/9603840_1.jpg?shrink=330:*&_v=20230526141202,CPU 쿨러,0.0,2.0,125,7,3,120,1,65,26.5,120.0,,75,,,,,3,,201910,
앱코 NCORE L240 RGB (블랙),61000.0,https://prod.danawa.com/info/?pcode=13359080&cate=11236855,앱코,13359080,//img.danawa.com/prod_img/500000/080/359/img/13359080_1.jpg?shrink=330:*&_v=20221121125330,CPU 쿨러,1.0,,250,935,6,120,2,74.2,31,,,,2.0,274,27,380,3,3,202102,
JONSBO M2-3 SSD 방열판 (GRAY),11900.0,https://prod.danawa.com/info/?pcode=10118379&cate=11236855,JONSBO,10118379,//img.danawa.com/prod_img/500000/379/118/img/10118379_1.jpg?shrink=330:*&_v=20200820154109,M.2 SSD 쿨러,,,,0,0,,,,,73.0,24.0,,,,,,0,,201912,
ARCTIC P14 PWM PST ARGB WHITE 서린,18370.0,https://prod.danawa.com/info/?pcode=20319593&cate=11236855,ARCTIC,20319593,//img.danawa.com/prod_img/500000/593/319/img/20319593_1.jpg?shrink=330:*&_v=20230525145307,시스템 쿨러,,,,0,0,140,1,68.9,24.5,,,,,,,,1027,6,202305,
ARCTIC P12 MAX 서린,9900.0,https://prod.danawa.com/info/?pcode=19626953&cate=11236855,ARCTIC,19626953,//img.danawa.com/prod_img/500000/953/626/img/19626953_1.jpg?shrink=330:*&_v=20230519172148,시스템 쿨러,,,,0,0,120,1,81.04,,,,,,,,,1026,6,202304,
DEEPCOOL AG620 ARGB (WHITE),62640.0,https://prod.danawa.com/info/?pcode=19306913&cate=11236855,DEEPCOOL,19306913,//img.danawa.com/prod_img/500000/913/306/img/19306913_1.jpg?shrink=330:*&_v=20230310172453,CPU 쿨러,0.0,1.0,260,423,3,120,2,67.88,29.4,129.0,,157,,,,,3,1,202303,
3RSYS 빙하9 M.2 SSD 방열판,20670.0,https://prod.danawa.com/info/?pcode=18732881&cate=11236855,3RSYS,18732881,//img.danawa.com/prod_img/500000/881/732/img/18732881_1.jpg?shrink=330:*&_v=20230525171905,M.2 SSD 쿨러,,,,0,0,,,,,75.0,25.7,,,,,,0,,202301,
ARCTIC P14 PWM PST 서린 (white/white),10800.0,https://prod.danawa.com/info/?pcode=18348323&cate=11236855,ARCTIC,18348323,//img.danawa.com/prod_img/500000/323/348/img/18348323_1.jpg?shrink=330:*&_v=20221122161438,시스템 쿨러,,,,0,0,140,1,72.8,,,,,,,,,1026,6,202108,
3RSYS Socoool RC410 ARGB (BLACK),36000.0,https://prod.danawa.com/info/?pcode=12808946&cate=11236855,3RSYS,12808946,//img.danawa.com/prod_img/500000/946/808/img/12808946_1.jpg?shrink=330:*&_v=20230525171924,CPU 쿨러,0.0,0.0,180,7,2,120,1,72,27,120.0,,153,,,,,3,3,202012,
ARCTIC P12 PWM PST ARGB VALUE PACK 서린 (black),45300.0,https://prod.danawa.com/info/?pcode=18348536&cate=11236855,ARCTIC,18348536,//img.danawa.com/prod_img/500000/536/348/img/18348536_1.jpg?shrink=330:*&_v=20221122162236,시스템 쿨러,,,,0,0,120,3,48.8,24,,,,,,,,1027,6,202107,
Thermalright Phantom Spirit 120 SE,55337.0,https://prod.danawa.com/info/?pcode=19240877&cate=11236855,Thermalright,19240877,//img.danawa.com/prod_img/500000/877/240/img/19240877_1.jpg?shrink=330:*&_v=20230307110652,CPU 쿨러,0.0,1.0,,7,3,120,2,66.17,25.6,125.0,,154,,,,,2,3,202303,
Phanteks GLACIER ONE 360 T30 V2,398000.0,https://prod.danawa.com/info/?pcode=20062160&cate=11236855,Phanteks,20062160,//img.danawa.com/prod_img/500000/160/062/img/20062160_1.jpg?shrink=330:*&_v=20230508182334,CPU 쿨러,1.0,,,7,3,120,3,101,39.7,,,,3.0,400,30,400,4099,6,202305,
NZXT F120 RGB CORE White (1PACK),30460.0,https://prod.danawa.com/info/?pcode=19886873&cate=11236855,NZXT,19886873,//img.danawa.com/prod_img/500000/873/886/img/19886873_1.jpg?shrink=330:*&_v=20230421151049,시스템 쿨러,,,,0,0,120,1,78.86,33.9,,,,,,,,3,2,202304,
DEEPCOOL LT520 (BLACK),148000.0,https://prod.danawa.com/info/?pcode=18236978&cate=11236855,DEEPCOOL,18236978,//img.danawa.com/prod_img/500000/978/236/img/18236978_1.jpg?shrink=330:*&_v=20230217094039,CPU 쿨러,1.0,,280,423,163,120,2,85.85,32.9,,,,2.0,282,27,410,3,5,202211,
마이크로닉스 ML240 프로즌튜나 Rev.2 ARGB (WHITE),82180.0,https://prod.danawa.com/info/?pcode=18424784&cate=11236855,마이크로닉스,18424784,//img.danawa.com/prod_img/500000/784/424/img/18424784_1.jpg?shrink=330:*&_v=20230418155329,CPU 쿨러,1.0,,280,935,7,120,2,75.81,33.2,,,,2.0,274,27,,259,3,202212,
잘만 CNPS7600 ARGB,18490.0,https://prod.danawa.com/info/?pcode=15700661&cate=11236855,잘만,15700661,//img.danawa.com/prod_img/500000/661/700/img/15700661_1.jpg?shrink=330:*&_v=20220929090327,CPU 쿨러,0.0,2.0,95,1031,6,92,1,35.8,32,,,52,,,,,3,,202111,
JONSBO HF1215 ARGB (WHITE),,https://prod.danawa.com/info/?pcode=16270835&cate=11236855,JONSBO,16270835,//img.danawa.com/prod_img/500000/835/270/img/16270835_1.jpg?shrink=330:*&_v=20220125174156,시스템 쿨러,,,,0,0,120,1,62,29.7,,,,,,,,3,,202201,
ARCTIC Liquid Freezer II 280 서린,135000.0,https://prod.danawa.com/info/?pcode=18403475&cate=11236855,ARCTIC,18403475,//img.danawa.com/prod_img/500000/475/403/img/18403475_1.jpg?shrink=330:*&_v=20221201085942,CPU 쿨러,1.0,,,167,3,140,2,72.8,,,,,2.0,317,38,450,34,6,202107,
JONSBO HX6200D BLACK,53920.0,https://prod.danawa.com/info/?pcode=16297286&cate=11236855,JONSBO,16297286,//img.danawa.com/prod_img/500000/286/297/img/16297286_1.jpg?shrink=330:*&_v=20230822143907,CPU 쿨러,0.0,2.0,200,7,3,120,1,62,29.7,,,63,,,,,2,,202201,
쿨러마스터 HYPER H411R WHITE LED,19000.0,https://prod.danawa.com/info/?pcode=5619257&cate=11236855,쿨러마스터,5619257,//img.danawa.com/prod_img/500000/257/619/img/5619257_1.jpg?shrink=330:*&_v=20230614134501,CPU 쿨러,0.0,0.0,,1959,7,92,1,34.1,29.4,102.0,,136,,,,,3,,201711,
Thermalright AXP90-X53 서린 (BLACK),45900.0,https://prod.danawa.com/info/?pcode=15937751&cate=11236855,Thermalright,15937751,//img.danawa.com/prod_img/500000/751/937/img/15937751_1.jpg?shrink=330:*&_v=20220620160459,CPU 쿨러,0.0,2.0,,6,2,92,1,42.58,22.4,95.0,,53,,,,,2,6,202106,
ARCTIC Liquid Freezer II 420 서린,144000.0,https://prod.danawa.com/info/?pcode=18403550&cate=11236855,ARCTIC,18403550,//img.danawa.com/prod_img/500000/550/403/img/18403550_1.jpg?shrink=330:*&_v=20221201091956,CPU 쿨러,1.0,,,167,3,140,3,72.8,,,,,3.0,458,38,450,34,6,202107,
Thermalright AXP90-X36 서린 (GRAY),42800.0,https://prod.danawa.com/info/?pcode=15937445&cate=11236855,Thermalright,15937445,//img.danawa.com/prod_img/500000/445/937/img/15937445_1.jpg?shrink=330:*&_v=20221117145248,CPU 쿨러,0.0,3.0,,6,2,92,1,42.58,22.4,95.0,,36,,,,,2,6,202112,
3RSYS Socoool RC400 (BLACK),31490.0,https://prod.danawa.com/info/?pcode=12398060&cate=11236855,3RSYS,12398060,//img.danawa.com/prod_img/500000/060/398/img/12398060_1.jpg?shrink=330:*&_v=20230525171924,CPU 쿨러,0.0,0.0,180,7,2,120,1,80,27,120.0,,153,,,,,2,3,202010,
ARCTIC P14 PWM PST ARGB 피씨디렉트 (3PACK),49840.0,https://prod.danawa.com/info/?pcode=17863445&cate=11236855,ARCTIC,17863445,//img.danawa.com/prod_img/500000/445/863/img/17863445_1.jpg?shrink=330:*&_v=20221122163505,시스템 쿨러,,,,0,0,140,3,68.9,24,,,,,,,,1027,6,202209,
CORSAIR iCUE H150i ELITE CAPELLIX XT,274120.0,https://prod.danawa.com/info/?pcode=18931727&cate=11236855,CORSAIR,18931727,//img.danawa.com/prod_img/500000/727/931/img/18931727_1.jpg?shrink=330:*&_v=20230206082308,CPU 쿨러,1.0,,,423,167,120,3,65.57,34.1,,,,3.0,397,27,450,1039,5,202302,
NZXT F140 RGB CORE White (1PACK),,https://prod.danawa.com/info/?pcode=19886603&cate=11236855,NZXT,19886603,//img.danawa.com/prod_img/500000/603/886/img/19886603_1.jpg?shrink=330:*&_v=20230421164141,시스템 쿨러,,,,0,0,140,1,90.79,34.5,,,,,,,,3,2,202304,
3RSYS 빙하10 M.2 SSD 방열판,14450.0,https://prod.danawa.com/info/?pcode=21233819&cate=11236855,3RSYS,21233819,//img.danawa.com/prod_img/500000/819/233/img/21233819_1.jpg?shrink=330:*&_v=20230912172813,M.2 SSD 쿨러,,,,0,0,,,,,78.8,23.6,,,,,,0,1,202307,
잘만 ZM-MH10 ARGB 메모리 방열판 (2PACK),26000.0,https://prod.danawa.com/info/?pcode=17005448&cate=11236855,잘만,17005448,//img.danawa.com/prod_img/500000/448/005/img/17005448_1.jpg?shrink=330:*&_v=20220509160556,RAM 쿨러,,,,0,0,,,,,,,,,,,,1,,202205,
Thermalright Peerless Assassin 120 SE ARGB 서린,55060.0,https://prod.danawa.com/info/?pcode=16525448&cate=11236855,Thermalright,16525448,//img.danawa.com/prod_img/500000/448/525/img/16525448_1.jpg?shrink=330:*&_v=20220701134846,CPU 쿨러,0.0,1.0,,7,2,120,2,66.17,25.6,125.0,,155,,,,,3,3,202112,
